2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.kotlin loaded 1218 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - org.intellij.groovy loaded 257 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.android loaded 165 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - com.intellij.properties loaded 31 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.idea.maven loaded 31 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.settingsRepository loaded 30 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - XPathView loaded 24 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.yaml loaded 22 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - org.editorconfig.editorconfigjetbrains loaded 19 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - hg4idea loaded 13 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.javaFX loaded 13 classes 
2019-06-28 20:06:08,013 [  19850]   INFO - llij.ide.plugins.PluginManager - Subversion loaded 12 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - com.intellij.tasks loaded 11 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - Git4Idea loaded 10 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - com.intellij.uiDesigner loaded 9 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - DevKit loaded 9 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.java.decompiler loaded 5 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - AntSupport loaded 5 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.github loaded 5 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - com.android.tools.idea.smali loaded 5 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - org.intellij.intelliLang loaded 4 classes 
2019-06-28 20:06:08,014 [  19851]   INFO - llij.ide.plugins.PluginManager - org.jetbrains.plugins.gradle loaded 3 classes 
